Time[s], SDA, SCL
0.723448, 1, 1
0.72345, 0, 1
0.723475, 0, 0
0.7235845, 0, 1
0.7236105, 0, 0
0.72372, 0, 1
0.7237205, 1, 1
0.7237455, 1, 0
0.7238275, 1, 1
0.723854, 1, 0
0.723936, 1, 1
0.723962, 1, 0
0.724044, 1, 1
0.7240705, 1, 0
0.7241525, 1, 1
0.724155, 0, 1
0.72418, 0, 0
0.724289, 0, 1
0.7243155, 0, 0
0.7244245, 0, 1
0.7244255, 1, 1
0.72445, 1, 0
0.724532, 1, 1
0.7245585, 1, 0
0.7246405, 1, 1
0.724641, 0, 1
0.7246675, 0, 0
0.724777, 0, 1
0.7248035, 0, 0
0.7249125, 0, 1
0.724939, 0, 0
0.725048, 0, 1
0.7250745, 0, 0
0.7251835, 0, 1
0.72521, 0, 0
0.725319, 0, 1
0.7253455, 0, 0
0.7254545, 0, 1
0.725481, 0, 0
0.72559, 0, 1
0.7256165, 0, 0
0.7296025, 0, 1
0.729629, 0, 0
0.729738, 0, 1
0.72974, 1, 1
0.7297635, 1, 0
0.7298455, 1, 1
0.729872, 1, 0
0.729954, 1, 1
0.7299555, 0, 1
0.729981, 0, 0
0.7300905, 0, 1
0.7301165, 0, 0
0.730226, 0, 1
0.7302295, 1, 1
0.7302515, 1, 0
0.7303335, 1, 1
0.73036, 1, 0
0.730442, 1, 1
0.7304685, 1, 0
0.7305505, 1, 1
0.730577, 1, 0
0.730659, 1, 1
0.7306605, 0, 1
0.730686, 0, 0
0.730795, 0, 1
0.7308215, 0, 0
0.7309305, 0, 1
0.730934, 1, 1
0.730956, 1, 0
0.731038, 1, 1
0.7310645, 1, 0
0.7311465, 1, 1
0.7311495, 0, 1
0.731174, 0, 0
0.731283, 0, 1
0.7313095, 0, 0
0.7314185, 0, 1
0.731445, 0, 0
0.731554, 0, 1
0.7315805, 0, 0
0.7316895, 0, 1
0.731716, 0, 0
0.7318255, 0, 1
0.7318515, 0, 0
0.731961, 0, 1
0.731987, 0, 0
0.7320965, 0, 1
0.732123, 0, 0
0.73611, 0, 1
0.7361365, 0, 0
0.7362455, 0, 1
0.736248, 1, 1
0.736271, 1, 0
0.736353, 1, 1
0.7363795, 1, 0
0.7364615, 1, 1
0.7364635, 0, 1
0.736489, 0, 0
0.736598, 0, 1
0.7366245, 0, 0
0.7367335, 0, 1
0.736734, 1, 1
0.736759, 1, 0
0.736841, 1, 1
0.7368675, 1, 0
0.7369495, 1, 1
0.736976, 1, 0
0.737058, 1, 1
0.7370845, 1, 0
0.7371665, 1, 1
0.7371685, 0, 1
0.7371935, 0, 0
0.737303, 0, 1
0.7373295, 0, 0
0.7374385, 0, 1
0.737439, 1, 1
0.737464, 1, 0
0.737546, 1, 1
0.7375725, 1, 0
0.7376545, 1, 1
0.737658, 0, 1
0.7376815, 0, 0
0.737791, 0, 1
0.737817, 0, 0
0.7379265, 0, 1
0.7379525, 0, 0
0.738062, 0, 1
0.7380885, 0, 0
0.7381975, 0, 1
0.738224, 0, 0
0.738333, 0, 1
0.7383595, 0, 0
0.7384685, 0, 1
0.738495, 0, 0
0.738604, 0, 1
0.7386305, 0, 0
0.7426165, 0, 1
0.742643, 0, 0
0.742752, 0, 1
0.742753, 1, 1
0.7427775, 1, 0
0.7428595, 1, 1
0.742886, 1, 0
0.742968, 1, 1
0.7429685, 0, 1
0.742995, 0, 0
0.743104, 0, 1
0.7431305, 0, 0
0.7432395, 0, 1
0.7432425, 1, 1
0.743265, 1, 0
0.7433475, 1, 1
0.7433735, 1, 0
0.7434555, 1, 1
0.743482, 1, 0
0.743564, 1, 1
0.7435905, 1, 0
0.7436725, 1, 1
0.7436735, 0, 1
0.7436995, 0, 0
0.743809, 0, 1
0.7438355, 0, 0
0.7439445, 0, 1
0.7439475, 1, 1
0.74397, 1, 0
0.744052, 1, 1
0.7440785, 1, 0
0.7441605, 1, 1
0.744163, 0, 1
0.744188, 0, 0
0.744297, 0, 1
0.7443235, 0, 0
0.7444325, 0, 1
0.744459, 0, 0
0.744568, 0, 1
0.7445945, 0, 0
0.7447035, 0, 1
0.74473, 0, 0
0.744839, 0, 1
0.7448655, 0, 0
0.7449745, 0, 1
0.745001, 0, 0
0.74511, 0, 1
0.7451365, 0, 0
0.749123, 0, 1
0.7491495, 0, 0
0.749259, 0, 1
0.749261, 1, 1
0.7492845, 1, 0
0.7493665, 1, 1
0.7493925, 1, 0
0.7494745, 1, 1
0.749477, 0, 1
0.749502, 0, 0
0.749611, 0, 1
0.7496375, 0, 0
0.7497465, 0, 1
0.7497475, 1, 1
0.7497725, 1, 0
0.7498545, 1, 1
0.7498805, 1, 0
0.749963, 1, 1
0.749989, 1, 0
0.750071, 1, 1
0.7500975, 1, 0
0.7501795, 1, 1
0.750182, 0, 1
0.750207, 0, 0
0.750316, 0, 1
0.7503425, 0, 0
0.7504515, 0, 1
0.750452, 1, 1
0.7504775, 1, 0
0.7505595, 1, 1
0.7505855, 1, 0
0.750668, 1, 1
0.750671, 0, 1
0.750695, 0, 0
0.750804, 0, 1
0.7508305, 0, 0
0.7509395, 0, 1
0.750966, 0, 0
0.7510755, 0, 1
0.7511015, 0, 0
0.751211, 0, 1
0.7512375, 0, 0
0.7513465, 0, 1
0.751373, 0, 0
0.751482, 0, 1
0.7515085, 0, 0
0.7516175, 0, 1
0.751644, 0, 0
0.7556305, 0, 1
0.755657, 0, 0
0.755766, 0, 1
0.755769, 1, 1
0.7557915, 1, 0
0.7558735, 1, 1
0.7559, 1, 0
0.755982, 1, 1
0.7559845, 0, 1
0.756009, 0, 0
0.756118, 0, 1
0.7561445, 0, 0
0.7562535, 0, 1
0.756255, 1, 1
0.756279, 1, 0
0.756361, 1, 1
0.7563875, 1, 0
0.7564695, 1, 1
0.756496, 1, 0
0.756578, 1, 1
0.7566045, 1, 0
0.7566865, 1, 1
0.7566895, 0, 1
0.7567135, 0, 0
0.7568225, 0, 1
0.756849, 0, 0
0.756958, 0, 1
0.7569595, 1, 1
0.7569835, 1, 0
0.7570655, 1, 1
0.757092, 1, 0
0.757174, 1, 1
0.757175, 0, 1
0.757201, 0, 0
0.7573105, 0, 1
0.7573365, 0, 0
0.757446, 0, 1
0.757472, 0, 0
0.7575815, 0, 1
0.7576075, 0, 0
0.757717, 0, 1
0.7577435, 0, 0
0.7578525, 0, 1
0.757879, 0, 0
0.757988, 0, 1
0.7580145, 0, 0
0.7581235, 0, 1
0.75815, 0, 0
0.7621355, 0, 1
0.762162, 0, 0
0.762271, 0, 1
0.762272, 1, 1
0.7622965, 1, 0
0.7623785, 1, 1
0.762405, 1, 0
0.762487, 1, 1
0.7624875, 0, 1
0.7625145, 0, 0
0.7626235, 0, 1
0.76265, 0, 0
0.762759, 0, 1
0.762761, 1, 1
0.7627845, 1, 0
0.7628665, 1, 1
0.762893, 1, 0
0.762975, 1, 1
0.7630015, 1, 0
0.7630835, 1, 1
0.7631095, 1, 0
0.7631915, 1, 1
0.763195, 0, 1
0.763219, 0, 0
0.763328, 0, 1
0.7633545, 0, 0
0.7634635, 0, 1
0.763465, 1, 1
0.763489, 1, 0
0.763571, 1, 1
0.7635975, 1, 0
0.7636795, 1, 1
0.763681, 0, 1
0.7637065, 0, 0
0.763816, 0, 1
0.7638425, 0, 0
0.7639515, 0, 1
0.763978, 0, 0
0.764087, 0, 1
0.7641135, 0, 0
0.7642225, 0, 1
0.764249, 0, 0
0.764358, 0, 1
0.7643845, 0, 0
0.7644935, 0, 1
0.76452, 0, 0
0.764629, 0, 1
0.7646555, 0, 0
0.7686425, 0, 1
0.768669, 0, 0
0.768778, 0, 1
0.76878, 1, 1
0.7688035, 1, 0
0.7688855, 1, 1
0.768912, 1, 0
0.768994, 1, 1
0.7689955, 0, 1
0.769021, 0, 0
0.7691305, 0, 1
0.7691565, 0, 0
0.769266, 0, 1
0.769269, 1, 1
0.7692915, 1, 0
0.7693735, 1, 1
0.7694, 1, 0
0.769482, 1, 1
0.769508, 1, 0
0.7695905, 1, 1
0.7696165, 1, 0
0.7696985, 1, 1
0.7697, 0, 1
0.769726, 0, 0
0.769835, 0, 1
0.7698615, 0, 0
0.7699705, 0, 1
0.769974, 1, 1
0.769996, 1, 0
0.7700785, 1, 1
0.7701045, 1, 0
0.7701865, 1, 1
0.7701895, 0, 1
0.770214, 0, 0
0.770323, 0, 1
0.7703495, 0, 0
0.7704585, 0, 1
0.770485, 0, 0
0.770594, 0, 1
0.7706205, 0, 0
0.7707295, 0, 1
0.770756, 0, 0
0.770865, 0, 1
0.7708915, 0, 0
0.771001, 0, 1
0.771027, 0, 0
0.7711365, 0, 1
0.7711625, 0, 0
0.775148, 0, 1
0.775149, 1, 1
0.775174, 1, 0
0.775256, 1, 1
0.775282, 1, 0
0.775364, 1, 1
0.7753905, 1, 0
0.7754725, 1, 1
0.775474, 0, 1
0.7755, 0, 0
0.775609, 0, 1
0.7756355, 0, 0
0.7757445, 0, 1
0.7757475, 1, 1
0.77577, 1, 0
0.775852, 1, 1
0.7758785, 1, 0
0.7759605, 1, 1
0.7759865, 1, 0
0.7760685, 1, 1
0.776095, 1, 0
0.776177, 1, 1
0.776179, 0, 1
0.7762045, 0, 0
0.7763135, 0, 1
0.77634, 0, 0
0.776449, 0, 1
0.7764495, 1, 1
0.7764745, 1, 0
0.7765565, 1, 1
0.776583, 1, 0
0.776665, 0, 1
0.776692, 0, 0
0.7768015, 0, 1
0.7768275, 0, 0
0.776937, 0, 1
0.776963, 0, 0
0.7770725, 0, 1
0.7770985, 0, 0
0.777208, 0, 1
0.777234, 0, 0
0.7773435, 0, 1
0.77737, 0, 0
0.777479, 0, 1
0.7775055, 0, 0
0.7776145, 0, 1
0.777641, 0, 0
0.777877, 1, 0
0.7816535, 1, 1
0.78168, 1, 0
0.781762, 1, 1
0.7817885, 1, 0
0.7818705, 1, 1
0.7818965, 1, 0
0.781979, 1, 1
0.78198, 0, 1
0.782006, 0, 0
0.782115, 0, 1
0.7821415, 0, 0
0.782251, 0, 1
0.782254, 1, 1
0.7822765, 1, 0
0.7823585, 1, 1
0.782385, 1, 0
0.782467, 1, 1
0.782493, 1, 0
0.7825755, 1, 1
0.7826015, 1, 0
0.7826835, 1, 1
0.7826855, 0, 1
0.782711, 0, 0
0.78282, 0, 1
0.7828465, 0, 0
0.7829555, 0, 1
0.782959, 1, 1
0.782981, 1, 0
0.783063, 1, 1
0.7830895, 1, 0
0.7831715, 1, 1
0.783175, 0, 1
0.783199, 0, 0
0.783308, 0, 1
0.7833345, 0, 0
0.7834435, 0, 1
0.78347, 0, 0
0.7835795, 0, 1
0.7836055, 0, 0
0.783715, 0, 1
0.7837415, 0, 0
0.7838505, 0, 1
0.783877, 0, 0
0.783986, 0, 1
0.7840125, 0, 0
0.7841215, 0, 1
0.784148, 0, 0
0.784471, 1, 0
0.791631, 1, 1
0.791632, 0, 1
0.7916585, 0, 0
0.7917675, 0, 1
0.791794, 0, 0
0.791903, 0, 1
0.7919295, 0, 0
0.7920385, 0, 1
0.7920405, 1, 1
0.792064, 1, 0
0.792146, 1, 1
0.792147, 0, 1
0.792173, 0, 0
0.7922825, 0, 1
0.7922855, 1, 1
0.792308, 1, 0
0.79239, 1, 1
0.792416, 1, 0
0.792498, 1, 1
0.7925245, 1, 0
0.7926065, 1, 1
0.792633, 1, 0
0.792715, 1, 1
0.792717, 0, 1
0.7927425, 0, 0
0.7928515, 0, 1
0.792878, 0, 0
0.792987, 1, 1
0.7930125, 1, 0
0.7930945, 1, 1
0.793121, 1, 0
0.793203, 1, 1
0.793206, 0, 1
0.79323, 0, 0
0.793339, 0, 1
0.7933655, 0, 0
0.7934745, 0, 1
0.793501, 0, 0
0.7936105, 0, 1
0.7936365, 0, 0
0.7937455, 0, 1
0.793772, 0, 0
0.7938815, 0, 1
0.7939075, 0, 0
0.794017, 0, 1
0.794043, 0, 0
0.7941525, 0, 1
0.7941785, 0, 0
0.7981375, 0, 1
0.798164, 0, 0
0.798273, 0, 1
0.7982995, 0, 0
0.7984085, 0, 1
0.798435, 0, 0
0.798544, 0, 1
0.7985475, 1, 1
0.79857, 1, 0
0.798652, 1, 1
0.798654, 0, 1
0.798679, 0, 0
0.798788, 0, 1
0.798789, 1, 1
0.798814, 1, 0
0.798896, 1, 1
0.798922, 1, 0
0.7990045, 1, 1
0.7990305, 1, 0
0.7991125, 1, 1
0.799139, 1, 0
0.799221, 1, 1
0.7992235, 0, 1
0.7992485, 0, 0
0.7993575, 0, 1
0.799384, 0, 0
0.799493, 0, 1
0.799494, 1, 1
0.799519, 1, 0
0.799601, 1, 1
0.799627, 1, 0
0.799709, 1, 1
0.79971, 0, 1
0.7997365, 0, 0
0.7998455, 0, 1
0.799872, 0, 0
0.799981, 0, 1
0.8000075, 0, 0
0.8001165, 0, 1
0.800143, 0, 0
0.800252, 0, 1
0.8002785, 0, 0
0.800388, 0, 1
0.800414, 0, 0
0.8005235, 0, 1
0.80055, 0, 0
0.800659, 0, 1
0.8006855, 0, 0
0.804645, 0, 1
0.8046715, 0, 0
0.804781, 0, 1
0.804807, 0, 0
0.8049165, 0, 1
0.8049425, 0, 0
0.805052, 1, 1
0.8050775, 1, 0
0.8051595, 1, 1
0.8051615, 0, 1
0.8051865, 0, 0
0.805296, 0, 1
0.805297, 1, 1
0.8053215, 1, 0
0.8054035, 1, 1
0.8054295, 1, 0
0.8055115, 1, 1
0.805538, 1, 0
0.80562, 1, 1
0.8056465, 1, 0
0.8057285, 1, 1
0.8057315, 0, 1
0.8057555, 0, 0
0.805865, 0, 1
0.805891, 0, 0
0.8060005, 0, 1
0.806002, 1, 1
0.806026, 1, 0
0.806108, 1, 1
0.806134, 1, 0
0.806216, 1, 1
0.8062175, 0, 1
0.8062435, 0, 0
0.8063525, 0, 1
0.806379, 0, 0
0.806488, 0, 1
0.8065145, 0, 0
0.8066235, 0, 1
0.80665, 0, 0
0.806759, 0, 1
0.8067855, 0, 0
0.8068945, 0, 1
0.806921, 0, 0
0.80703, 0, 1
0.8070565, 0, 0
0.8071655, 0, 1
0.807192, 0, 0
0.81115, 0, 1
0.8111525, 1, 1
0.8111755, 1, 0
0.8112575, 1, 1
0.811284, 1, 0
0.811366, 1, 1
0.8113685, 0, 1
0.8113935, 0, 0
0.8115025, 0, 1
0.8115035, 1, 1
0.811528, 1, 0
0.81161, 1, 1
0.811613, 0, 1
0.811637, 0, 0
0.8117465, 0, 1
0.8117485, 1, 1
0.811772, 1, 0
0.811854, 1, 1
0.81188, 1, 0
0.811962, 1, 1
0.8119885, 1, 0
0.8120705, 1, 1
0.812097, 1, 0
0.812179, 1, 1
0.8121795, 0, 1
0.812206, 0, 0
0.8123155, 0, 1
0.8123415, 0, 0
0.812451, 0, 1
0.8124535, 1, 1
0.8124765, 1, 0
0.8125585, 1, 1
0.812585, 1, 0
0.812667, 1, 1
0.812669, 0, 1
0.812694, 0, 0
0.812803, 0, 1
0.8128295, 0, 0
0.812939, 0, 1
0.812965, 0, 0
0.8130745, 0, 1
0.8131005, 0, 0
0.81321, 0, 1
0.813236, 0, 0
0.8133455, 0, 1
0.813372, 0, 0
0.813481, 0, 1
0.8135075, 0, 0
0.8136165, 0, 1
0.813643, 0, 0
0.8141445, 1, 0
0.8176565, 1, 1
0.817658, 0, 1
0.8176835, 0, 0
0.8177925, 0, 1
0.8177935, 1, 1
0.817818, 1, 0
0.8179005, 1, 1
0.8179265, 1, 0
0.8180085, 1, 1
0.818009, 0, 1
0.818036, 0, 0
0.818145, 0, 1
0.8181475, 1, 1
0.8181705, 1, 0
0.8182525, 1, 1
0.818279, 1, 0
0.818361, 1, 1
0.8183875, 1, 0
0.8184695, 1, 1
0.818496, 1, 0
0.818578, 1, 1
0.8186045, 1, 0
0.8186865, 1, 1
0.818688, 0, 1
0.8187135, 0, 0
0.818823, 0, 1
0.8188495, 0, 0
0.8189585, 0, 1
0.818962, 1, 1
0.818984, 1, 0
0.819066, 1, 1
0.8190925, 1, 0
0.8191745, 1, 1
0.8191775, 0, 1
0.819202, 0, 0
0.819311, 0, 1
0.8193375, 0, 0
0.8194465, 0, 1
0.819473, 0, 0
0.819582, 0, 1
0.8196085, 0, 0
0.8197175, 0, 1
0.819744, 0, 0
0.8198535, 0, 1
0.8198795, 0, 0
0.819989, 0, 1
0.820015, 0, 0
0.8201245, 0, 1
0.820151, 0, 0
0.824164, 0, 1
0.82419, 0, 0
0.8242995, 0, 1
0.8243255, 0, 0
0.824435, 0, 1
0.8244375, 1, 1
0.8244605, 1, 0
0.8245425, 1, 1
0.8245435, 0, 1
0.8245695, 0, 0
0.8246785, 0, 1
0.824705, 0, 0
0.824814, 0, 1
0.8248405, 0, 0
0.8249495, 0, 1
0.824976, 0, 0
0.825085, 0, 1
0.8251115, 0, 0
0.825221, 0, 1
0.825247, 0, 0
0.8253565, 0, 1
0.8253585, 1, 1
0.825382, 1, 0
0.825464, 1, 1
0.8254645, 0, 1
0.825491, 0, 0
0.8256, 0, 1
0.825603, 1, 1
0.8256255, 1, 0
0.8257075, 1, 1
0.825734, 1, 0
0.825816, 1, 1
0.8258185, 0, 1
0.8258435, 0, 0
0.8259525, 0, 1
0.825979, 0, 0
0.826088, 0, 1
0.8261145, 0, 0
0.8262235, 0, 1
0.82625, 0, 0
0.826359, 0, 1
0.8263855, 0, 0
0.8264945, 0, 1
0.826521, 0, 0
0.82663, 0, 1
0.8266565, 0, 0
0.8267655, 0, 1
0.826792, 0, 0
0.8308865, 0, 1
0.830913, 0, 0
0.831022, 0, 1
0.8310225, 1, 1
0.8310475, 1, 0
0.8311295, 1, 1
0.831156, 1, 0
0.831238, 1, 1
0.831241, 0, 1
0.831265, 0, 0
0.8313745, 0, 1
0.8314005, 0, 0
0.83151, 0, 1
0.831536, 0, 0
0.8316455, 0, 1
0.831672, 0, 0
0.831781, 0, 1
0.8318075, 0, 0
0.8319165, 0, 1
0.831943, 0, 0
0.832052, 0, 1
0.8320555, 1, 1
0.8320775, 1, 0
0.8321595, 1, 1
0.8321615, 0, 1
0.832187, 0, 0
0.832296, 0, 1
0.8322965, 1, 1
0.8323215, 1, 0
0.8324035, 1, 1
0.83243, 1, 0
0.832512, 1, 1
0.8325155, 0, 1
0.8325395, 0, 0
0.8326485, 0, 1
0.832675, 0, 0
0.832784, 0, 1
0.8328105, 0, 0
0.8329195, 0, 1
0.832946, 0, 0
0.833055, 0, 1
0.8330815, 0, 0
0.833191, 0, 1
0.833217, 0, 0
0.8333265, 0, 1
0.833353, 0, 0
0.833462, 0, 1
0.8334885, 0, 0
0.837394, 0, 1
0.8374205, 0, 0
0.8375295, 0, 1
0.83753, 1, 1
0.837555, 1, 0
0.837637, 1, 1
0.8376395, 0, 1
0.8376645, 0, 0
0.8377735, 0, 1
0.8377745, 1, 1
0.837799, 1, 0
0.837881, 1, 1
0.837884, 0, 1
0.8379085, 0, 0
0.8380175, 0, 1
0.838044, 0, 0
0.838153, 0, 1
0.8381795, 0, 0
0.8382885, 0, 1
0.838315, 0, 0
0.838424, 0, 1
0.8384505, 0, 0
0.8385595, 0, 1
0.8385625, 1, 1
0.838585, 1, 0
0.838667, 1, 1
0.8386685, 0, 1
0.8386945, 0, 0
0.8388035, 0, 1
0.838804, 1, 1
0.838829, 1, 0
0.838911, 1, 1
0.8389375, 1, 0
0.8390195, 1, 1
0.8390225, 0, 1
0.8390465, 0, 0
0.8391555, 0, 1
0.839182, 0, 0
0.839291, 0, 1
0.8393175, 0, 0
0.8394265, 0, 1
0.839453, 0, 0
0.839562, 0, 1
0.8395885, 0, 0
0.8396975, 0, 1
0.839724, 0, 0
0.839833, 0, 1
0.8398595, 0, 0
0.8399685, 0, 1
0.839995, 0, 0
0.843899, 0, 1
0.8439255, 0, 0
0.8440345, 0, 1
0.844061, 0, 0
0.84417, 0, 1
0.8441965, 0, 0
0.8443055, 0, 1
0.844307, 1, 1
0.844331, 1, 0
0.844413, 1, 1
0.8444395, 1, 0
0.8445215, 1, 1
0.8445225, 0, 1
0.844549, 0, 0
0.844658, 0, 1
0.8446845, 0, 0
0.8447935, 0, 1
0.84482, 0, 0
0.844929, 0, 1
0.8449555, 0, 0
0.8450645, 0, 1
0.8450665, 1, 1
0.84509, 1, 0
0.845172, 1, 1
0.8451725, 0, 1
0.845199, 0, 0
0.8453085, 0, 1
0.845311, 1, 1
0.845334, 1, 0
0.845416, 1, 1
0.845442, 1, 0
0.845524, 1, 1
0.845526, 0, 1
0.8455515, 0, 0
0.8456605, 0, 1
0.845687, 0, 0
0.845796, 0, 1
0.8458225, 0, 0
0.8459315, 0, 1
0.845958, 0, 0
0.846067, 0, 1
0.8460935, 0, 0
0.846203, 0, 1
0.846229, 0, 0
0.8463385, 0, 1
0.8463645, 0, 0
0.846474, 0, 1
0.8465005, 0, 0
0.850406, 0, 1
0.8504325, 0, 0
0.8505415, 0, 1
0.850545, 1, 1
0.850567, 1, 0
0.850649, 1, 1
0.850651, 0, 1
0.8506765, 0, 0
0.8507855, 0, 1
0.850812, 0, 0
0.850921, 0, 1
0.8509245, 1, 1
0.850947, 1, 0
0.851029, 1, 1
0.851055, 1, 0
0.8511375, 1, 1
0.85114, 0, 1
0.8511645, 0, 0
0.8512735, 0, 1
0.8513, 0, 0
0.8514095, 0, 1
0.8514355, 0, 0
0.851545, 0, 1
0.8515455, 1, 1
0.8515705, 1, 0
0.8516525, 1, 1
0.851655, 0, 1
0.85168, 0, 0
0.851789, 0, 1
0.85179, 1, 1
0.8518145, 1, 0
0.8518965, 1, 1
0.851923, 1, 0
0.852005, 1, 1
0.8520055, 0, 1
0.8520325, 0, 0
0.8521415, 0, 1
0.852168, 0, 0
0.852277, 0, 1
0.8523035, 0, 0
0.8524125, 0, 1
0.852439, 0, 0
0.852548, 0, 1
0.8525745, 0, 0
0.852684, 0, 1
0.85271, 0, 0
0.8528195, 0, 1
0.8528455, 0, 0
0.852955, 0, 1
0.8529815, 0, 0
0.8569135, 0, 1
0.8569395, 0, 0
0.857049, 0, 1
0.857075, 0, 0
0.8571845, 0, 1
0.8572105, 0, 0
0.85732, 0, 1
0.8573205, 1, 1
0.8573455, 1, 0
0.8574275, 1, 1
0.857454, 1, 0
0.857536, 1, 1
0.8575365, 0, 1
0.857563, 0, 0
0.857672, 0, 1
0.857675, 1, 1
0.8576975, 1, 0
0.8577795, 1, 1
0.857781, 0, 1
0.857807, 0, 0
0.857916, 0, 1
0.8579425, 0, 0
0.8580515, 0, 1
0.8580545, 1, 1
0.858077, 1, 0
0.858159, 1, 1
0.858161, 0, 1
0.8581865, 0, 0
0.8582955, 0, 1
0.858296, 1, 1
0.858321, 1, 0
0.858403, 1, 1
0.8584295, 1, 0
0.8585115, 1, 1
0.8585145, 0, 1
0.8585385, 0, 0
0.858648, 0, 1
0.858674, 0, 0
0.8587835, 0, 1
0.85881, 0, 0
0.858919, 0, 1
0.8589455, 0, 0
0.8590545, 0, 1
0.859081, 0, 0
0.85919, 0, 1
0.8592165, 0, 0
0.8593255, 0, 1
0.859352, 0, 0
0.859461, 0, 1
0.8594875, 0, 0
0.863419, 0, 1
0.8634455, 0, 0
0.863555, 0, 1
0.863557, 1, 1
0.86358, 1, 0
0.863662, 1, 1
0.863663, 0, 1
0.8636895, 0, 0
0.8637985, 0, 1
0.8638015, 1, 1
0.863824, 1, 0
0.863906, 1, 1
0.8639075, 0, 1
0.8639335, 0, 0
0.8640425, 0, 1
0.864069, 0, 0
0.864178, 0, 1
0.8642045, 0, 0
0.8643135, 0, 1
0.8643165, 1, 1
0.864339, 1, 0
0.864421, 1, 1
0.8644225, 0, 1
0.8644485, 0, 0
0.8645575, 0, 1
0.864561, 1, 1
0.864583, 1, 0
0.864665, 1, 1
0.864667, 0, 1
0.8646925, 0, 0
0.8648015, 0, 1
0.8648025, 1, 1
0.864827, 1, 0
0.864909, 1, 1
0.8649355, 1, 0
0.8650175, 1, 1
0.865018, 0, 1
0.8650445, 0, 0
0.865154, 0, 1
0.86518, 0, 0
0.8652895, 0, 1
0.8653155, 0, 0
0.865425, 0, 1
0.8654515, 0, 0
0.8655605, 0, 1
0.865587, 0, 0
0.865696, 0, 1
0.8657225, 0, 0
0.8658315, 0, 1
0.865858, 0, 0
0.865967, 0, 1
0.8659935, 0, 0
0.8699265, 0, 1
0.869953, 0, 0
0.8700625, 0, 1
0.8700885, 0, 0
0.870198, 0, 1
0.8701995, 1, 1
0.8702235, 1, 0
0.8703055, 1, 1
0.8703315, 1, 0
0.870414, 1, 1
0.870415, 0, 1
0.870441, 0, 0
0.87055, 0, 1
0.8705765, 0, 0
0.8706855, 0, 1
0.8706885, 1, 1
0.870711, 1, 0
0.8707935, 1, 1
0.8708195, 1, 0
0.8709015, 1, 1
0.8709045, 0, 1
0.870929, 0, 0
0.871038, 0, 1
0.8710395, 1, 1
0.8710635, 1, 0
0.8711455, 1, 1
0.871149, 0, 1
0.871173, 0, 0
0.871282, 0, 1
0.871284, 1, 1
0.8713075, 1, 0
0.8713895, 1, 1
0.871416, 1, 0
0.871498, 1, 1
0.8715, 0, 1
0.871525, 0, 0
0.8716345, 0, 1
0.8716605, 0, 0
0.87177, 0, 1
0.8717965, 0, 0
0.8719055, 0, 1
0.871932, 0, 0
0.872041, 0, 1
0.8720675, 0, 0
0.8721765, 0, 1
0.872203, 0, 0
0.872312, 0, 1
0.8723385, 0, 0
0.8724475, 0, 1
0.872474, 0, 0
0.8799035, 0, 1
0.879905, 1, 1
0.879929, 1, 0
0.880011, 1, 1
0.880014, 0, 1
0.8800385, 0, 0
0.8801475, 0, 1
0.880174, 0, 0
0.880283, 0, 1
0.8802845, 1, 1
0.8803085, 1, 0
0.8803905, 1, 1
0.880394, 0, 1
0.880418, 0, 0
0.880527, 0, 1
0.8805535, 0, 0
0.8806625, 0, 1
0.880664, 1, 1
0.880688, 1, 0
0.88077, 1, 1
0.8807735, 0, 1
0.880797, 0, 0
0.8809065, 0, 1
0.8809085, 1, 1
0.880932, 1, 0
0.881014, 1, 1
0.8810405, 1, 0
0.8811225, 1, 1
0.8811235, 0, 1
0.8811495, 0, 0
0.8812585, 0, 1
0.881262, 1, 1
0.8812845, 1, 0
0.8813665, 1, 1
0.8813925, 1, 0
0.881475, 1, 1
0.8814775, 0, 1
0.881502, 0, 0
0.881611, 0, 1
0.8816375, 0, 0
0.8817465, 0, 1
0.881773, 0, 0
0.8818825, 0, 1
0.8819085, 0, 0
0.882018, 0, 1
0.8820445, 0, 0
0.8821535, 0, 1
0.88218, 0, 0
0.882289, 0, 1
0.8823155, 0, 0
0.8824245, 0, 1
0.882451, 0, 0
0.882927, 1, 0
0.8864105, 1, 1
0.886414, 0, 1
0.886438, 0, 0
0.886547, 0, 1
0.8865735, 0, 0
0.8866825, 0, 1
0.886709, 0, 0
0.886818, 0, 1
0.8868445, 0, 0
0.886954, 0, 1
0.8869545, 1, 1
0.8869795, 1, 0
0.8870615, 1, 1
0.887064, 0, 1
0.887089, 0, 0
0.887198, 0, 1
0.8872245, 0, 0
0.8873335, 0, 1
0.8873345, 1, 1
0.887359, 1, 0
0.887441, 1, 1
0.8874675, 1, 0
0.8875495, 1, 1
0.887576, 1, 0
0.887658, 1, 1
0.8876595, 0, 1
0.887685, 0, 0
0.8877945, 1, 1
0.88782, 1, 0
0.887902, 1, 1
0.8879285, 1, 0
0.8880105, 1, 1
0.8880135, 0, 1
0.8880375, 0, 0
0.8881465, 0, 1
0.888173, 0, 0
0.888282, 0, 1
0.8883085, 0, 0
0.8884175, 0, 1
0.888444, 0, 0
0.8885535, 0, 1
0.8885795, 0, 0
0.888689, 0, 1
0.888715, 0, 0
0.8888245, 0, 1
0.888851, 0, 0
0.88896, 0, 1
0.8889865, 0, 0
0.892918, 0, 1
0.8929445, 0, 0
0.8930535, 0, 1
