Time[s], SCL, SDA
0.019222, 0, 0
0.019331125, 1, 0
0.0193575, 0, 0
0.01946675, 1, 0
0.019468625, 1, 1
0.019492125, 0, 1
0.019574125, 1, 1
0.019576875, 1, 0
0.019601375, 0, 0
0.0197105, 1, 0
0.019736875, 0, 0
0.019846, 1, 0
0.019872375, 0, 0
0.019981625, 1, 0
0.020008, 0, 0
0.020117125, 1, 0
0.0201435, 0, 0
0.020252625, 1, 0
0.020255625, 1, 1
0.020278125, 0, 1
0.02036025, 1, 1
0.020360625, 1, 0
0.020387375, 0, 0
0.0204965, 1, 0
0.020522875, 0, 0
0.020632, 1, 0
0.020658375, 0, 0
0.020767625, 1, 0
0.020793875, 0, 0
0.020903, 1, 0
0.020929375, 0, 0
0.021038625, 1, 0
0.021065, 0, 0
0.02515925, 1, 0
0.025185625, 0, 0
0.02529475, 1, 0
0.025321125, 0, 0
0.025430375, 1, 0
0.02545675, 0, 0
0.025565875, 1, 0
0.025567625, 1, 1
0.025591375, 0, 1
0.025673375, 1, 1
0.02569975, 0, 1
0.02578175, 1, 1
0.025784125, 1, 0
0.025809125, 0, 0
0.02591825, 1, 0
0.025944625, 0, 0
0.02605375, 1, 0
0.026080125, 0, 0
0.02618925, 1, 0
0.026192, 1, 1
0.02621475, 0, 1
0.026296875, 1, 1
0.026297125, 1, 0
0.026324, 0, 0
0.026433125, 1, 0
0.026459625, 0, 0
0.02656875, 1, 0
0.026595125, 0, 0
0.02670425, 1, 0
0.026730625, 0, 0
0.02683975, 1, 0
0.026866125, 0, 0
0.026975375, 1, 0
0.026975875, 1, 1
0.027000875, 0, 1
0.027082875, 1, 1
0.027084125, 1, 0
0.027110125, 0, 0
0.02721925, 1, 0
0.027245625, 0, 0
0.02735475, 1, 0
0.027381125, 0, 0
0.027490375, 1, 0
0.02751675, 0, 0
0.027625875, 1, 0
0.02765225, 0, 0
0.027761375, 1, 0
0.02778775, 0, 0
0.031882375, 1, 0
0.03190875, 0, 0
0.032017875, 1, 0
0.032044375, 0, 0
0.0321535, 1, 0
0.032179875, 0, 0
0.032289, 1, 0
0.03228975, 1, 1
0.0323145, 0, 1
0.0323965, 1, 1
0.032422875, 0, 1
0.032505, 1, 1
0.03250625, 1, 0
0.032532125, 0, 0
0.032641375, 1, 0
0.03266775, 0, 0
0.032776875, 1, 0
0.03280325, 0, 0
0.032912375, 1, 0
0.032913875, 1, 1
0.032937875, 0, 1
0.033019875, 1, 1
0.033022125, 1, 0
0.033047125, 0, 0
0.03315625, 1, 0
0.033182625, 0, 0
0.033291875, 1, 0
0.03331825, 0, 0
0.033427375, 1, 0
0.03345375, 0, 0
0.033563, 1, 0
0.033589375, 0, 0
0.0336985, 1, 0
0.0337005, 1, 1
0.033723875, 0, 1
0.033805875, 1, 1
0.03380875, 1, 0
0.033833125, 0, 0
0.03394225, 1, 0
0.033968625, 0, 0
0.03407775, 1, 0
0.034104125, 0, 0
0.034213375, 1, 0
0.03423975, 0, 0
0.034348875, 1, 0
0.03437525, 0, 0
0.034484375, 1, 0
0.03451075, 0, 0
0.038604625, 1, 0
0.038631, 0, 0
0.038740125, 1, 0
0.0387665, 0, 0
0.038875625, 1, 0
0.038902, 0, 0
0.039011125, 1, 0
0.03901275, 1, 1
0.039036625, 0, 1
0.039118625, 1, 1
0.039145, 0, 1
0.039227125, 1, 1
0.039229375, 1, 0
0.039254375, 0, 0
0.0393635, 1, 0
0.039389875, 0, 0
0.039499, 1, 0
0.0395255, 0, 0
0.0396345, 1, 0
0.03963725, 1, 1
0.039660125, 0, 1
0.039742125, 1, 1
0.0397425, 1, 0
0.03976925, 0, 0
0.039878375, 1, 0
0.039904875, 0, 0
0.040014, 1, 0
0.040040375, 0, 0
0.0401495, 1, 0
0.040175875, 0, 0
0.040285, 1, 0
0.040311375, 0, 0
0.0404205, 1, 0
0.0404215, 1, 1
0.040446, 0, 1
0.040528125, 1, 1
0.04052975, 1, 0
0.04055525, 0, 0
0.040664375, 1, 0
0.040690875, 0, 0
0.0408, 1, 0
0.040826375, 0, 0
0.0409355, 1, 0
0.040961875, 0, 0
0.041071, 1, 0
0.0410975, 0, 0
0.041206625, 1, 0
0.041233, 0, 0
0.04532775, 1, 0
0.04535425, 0, 0
0.045463375, 1, 0
0.04548975, 0, 0
0.045598875, 1, 0
0.04562525, 0, 0
0.045734375, 1, 0
0.045736875, 1, 1
0.045759875, 0, 1
0.045841875, 1, 1
0.04586825, 0, 1
0.04595025, 1, 1
0.0459535, 1, 0
0.0459775, 0, 0
0.046086625, 1, 0
0.046113, 0, 0
0.046222125, 1, 0
0.046248625, 0, 0
0.04635775, 1, 0
0.046358125, 1, 1
0.04638325, 0, 1
0.046465375, 1, 1
0.0464665, 1, 0
0.0464925, 0, 0
0.046601625, 1, 0
0.046628, 0, 0
0.04673725, 1, 0
0.046763625, 0, 0
0.04687275, 1, 0
0.04689925, 0, 0
0.047008375, 1, 0
0.04703475, 0, 0
0.047143875, 1, 0
0.047145125, 1, 1
0.047169375, 0, 1
0.0472515, 1, 1
0.04725325, 1, 0
0.047278625, 0, 0
0.047387875, 1, 0
0.04741425, 0, 0
0.047523375, 1, 0
0.047549875, 0, 0
0.047659, 1, 0
0.047685375, 0, 0
0.0477945, 1, 0
0.047821, 0, 0
0.047930125, 1, 0
0.0479565, 0, 0
0.052052, 1, 0
0.052078375, 0, 0
0.0521875, 1, 0
0.052213875, 0, 0
0.052323125, 1, 0
0.0523495, 0, 0
0.052458625, 1, 0
0.0524615, 1, 1
0.052484125, 0, 1
0.05256625, 1, 1
0.052592625, 0, 1
0.052674625, 1, 1
0.052675, 1, 0
0.052701875, 0, 0
0.052811, 1, 0
0.052837375, 0, 0
0.0529465, 1, 0
0.052972875, 0, 0
0.053082125, 1, 0
0.05308275, 1, 1
0.053107625, 0, 1
0.053189625, 1, 1
0.053191, 1, 0
0.053216875, 0, 0
0.053326, 1, 0
0.053352375, 0, 0
0.0534615, 1, 0
0.053487875, 0, 0
0.053597, 1, 0
0.053623375, 0, 0
0.0537325, 1, 0
0.053758875, 0, 0
0.053868, 1, 0
0.05386975, 1, 1
0.0538935, 0, 1
0.0539755, 1, 1
0.053978, 1, 0
0.054002875, 0, 0
0.054112, 1, 0
0.054138375, 0, 0
0.0542475, 1, 0
0.054273875, 0, 0
0.054383, 1, 0
0.054409375, 0, 0
0.0545185, 1, 0
0.054544875, 0, 0
0.054654125, 1, 0
0.0546805, 0, 0
0.058775125, 1, 0
0.0588015, 0, 0
0.058910625, 1, 0
0.058937125, 0, 0
0.059046125, 1, 0
0.059072625, 0, 0
0.05918175, 1, 0
0.0591825, 1, 1
0.05920725, 0, 1
0.059289375, 1, 1
0.05931575, 0, 1
0.05939775, 1, 1
0.059399125, 1, 0
0.059425, 0, 0
0.059534125, 1, 0
0.0595605, 0, 0
0.059669625, 1, 0
0.059696, 0, 0
0.05980525, 1, 0
0.059806875, 1, 1
0.05983075, 0, 1
0.05991275, 1, 1
0.059915125, 1, 0
0.05994, 0, 0
0.06004925, 1, 0
0.060075625, 0, 0
0.06018475, 1, 0
0.060211125, 0, 0
0.06032025, 1, 0
0.060346625, 0, 0
0.060455875, 1, 0
0.06048225, 0, 0
0.060591375, 1, 0
0.060593625, 1, 1
0.060616875, 0, 1
0.060698875, 1, 1
0.060701875, 1, 0
0.060726, 0, 0
0.060835125, 1, 0
0.0608615, 0, 0
0.06097075, 1, 0
0.060997125, 0, 0
0.06110625, 1, 0
0.061132625, 0, 0
0.06124175, 1, 0
0.061268125, 0, 0
0.061377375, 1, 0
0.06140375, 0, 0
0.06549875, 1, 0
0.065525125, 0, 0
0.06563425, 1, 0
0.065660625, 0, 0
0.065769875, 1, 0
0.06579625, 0, 0
0.065905375, 1, 0
0.065907625, 1, 1
0.06593075, 0, 1
0.066012875, 1, 1
0.06603925, 0, 1
0.06612125, 1, 1
0.066124125, 1, 0
0.0661485, 0, 0
0.066257625, 1, 0
0.066284, 0, 0
0.066393125, 1, 0
0.0664195, 0, 0
0.066528625, 1, 0
0.066531625, 1, 1
0.06655425, 0, 1
0.06663625, 1, 1
0.06663675, 1, 0
0.066663375, 0, 0
0.066772625, 1, 0
0.066799, 0, 0
0.066908125, 1, 0
0.0669345, 0, 0
0.067043625, 1, 0
0.067070125, 0, 0
0.06717925, 1, 0
0.067205625, 0, 0
0.06731475, 1, 0
0.067315125, 1, 1
0.06734025, 0, 1
0.06742225, 1, 1
0.067423375, 1, 0
0.0674495, 0, 0
0.067558625, 1, 0
0.067585, 0, 0
0.067694125, 1, 0
0.0677205, 0, 0
0.067829625, 1, 0
0.067856, 0, 0
0.06796525, 1, 0
0.067991625, 0, 0
0.06810075, 1, 0
0.068127125, 0, 0
0.072221375, 1, 0
0.07224775, 0, 0
0.072356875, 1, 0
0.07238325, 0, 0
0.0724925, 1, 0
0.072518875, 0, 0
0.072628, 1, 0
0.072630375, 1, 1
0.072653375, 0, 1
0.0727355, 1, 1
0.072761875, 0, 1
0.072843875, 1, 1
0.072847, 1, 0
0.072871125, 0, 0
0.07298025, 1, 0
0.073006625, 0, 0
0.07311575, 1, 0
0.073142125, 0, 0
0.073251375, 1, 0
0.07325475, 1, 1
0.073276875, 0, 1
0.073358875, 1, 1
0.07335975, 1, 0
0.073386125, 0, 0
0.07349525, 1, 0
0.073521625, 0, 0
0.073630875, 1, 0
0.07365725, 0, 0
0.073766375, 1, 0
0.07379275, 0, 0
0.073901875, 1, 0
0.07392825, 0, 0
0.074037375, 1, 0
0.074038125, 1, 1
0.074062875, 0, 1
0.074145, 1, 1
0.074146375, 1, 0
0.074172125, 0, 0
0.07428125, 1, 0
0.074307625, 0, 0
0.074416875, 1, 0
0.07444325, 0, 0
0.074552375, 1, 0
0.07457875, 0, 0
0.074687875, 1, 0
0.07471425, 0, 0
0.074823375, 1, 0
0.07484975, 0, 0
0.0824155, 1, 0
0.082441875, 0, 0
0.082551125, 1, 0
0.0825775, 0, 0
0.082686625, 1, 0
0.082713, 0, 0
0.08282225, 1, 0
0.0828235, 1, 1
0.082847625, 0, 1
0.08292975, 1, 1
0.082956125, 0, 1
0.083038125, 1, 1
0.08304, 1, 0
0.083065375, 0, 0
0.0831745, 1, 0
0.083200875, 0, 0
0.083310125, 1, 0
0.083336375, 0, 0
0.083445625, 1, 0
0.083447375, 1, 1
0.083471125, 0, 1
0.083553125, 1, 1
0.083555625, 1, 0
0.0835805, 0, 0
0.083689625, 1, 0
0.083716, 0, 0
0.083825125, 1, 0
0.0838515, 0, 0
0.08396075, 1, 0
0.083987125, 0, 0
0.08409625, 1, 0
0.084122625, 0, 0
0.08423175, 1, 0
0.084233875, 1, 1
0.08425725, 0, 1
0.08433925, 1, 1
0.084342, 1, 0
0.0843665, 0, 0
0.084475625, 1, 0
0.084502, 0, 0
0.084611125, 1, 0
0.0846375, 0, 0
0.08474675, 1, 0
0.084773125, 0, 0
0.08488225, 1, 0
0.084908625, 0, 0
0.08501775, 1, 0
0.085044125, 0, 0
0.089138875, 1, 0
0.08916525, 0, 0
0.089274375, 1, 0
0.08930075, 0, 0
0.089409875, 1, 0
0.08943625, 0, 0
0.089545375, 1, 0
0.0895485, 1, 1
0.089571, 0, 1
0.089653, 1, 1
0.089679375, 0, 1
0.089761375, 1, 1
0.089761875, 1, 0
0.089788625, 0, 0
0.08989775, 1, 0
0.089924125, 0, 0
0.09003325, 1, 0
0.090059625, 0, 0
0.090168875, 1, 0
0.090169375, 1, 1
0.090194375, 0, 1
0.090276375, 1, 1
0.09027775, 1, 0
0.090303625, 0, 0
0.09041275, 1, 0
0.090439125, 0, 0
0.09054825, 1, 0
0.090574625, 0, 0
0.090683875, 1, 0
0.09071025, 0, 0
0.090819375, 1, 0
0.09084575, 0, 0
0.090954875, 1, 0
0.090956125, 1, 1
0.090980375, 0, 1
0.091062375, 1, 1
0.091064375, 1, 0
0.091089625, 0, 0
0.09119875, 1, 0
0.091225125, 0, 0
0.09133425, 1, 0
0.091360625, 0, 0
0.091469875, 1, 0
0.09149625, 0, 0
0.091605375, 1, 0
0.09163175, 0, 0
0.091740875, 1, 0
0.091767375, 0, 0
0.09586225, 1, 0
0.095888625, 0, 0
0.09599775, 1, 0
0.096024125, 0, 0
0.09613325, 1, 0
0.096159625, 0, 0
0.09626875, 1, 0
0.096272125, 1, 1
0.09629425, 0, 1
0.09637625, 1, 1
0.09640275, 0, 1
0.09648475, 1, 1
0.096485375, 1, 0
0.096511875, 0, 0
0.096621125, 1, 0
0.0966475, 0, 0
0.096756625, 1, 0
0.096783, 0, 0
0.09689225, 1, 0
0.096893125, 1, 1
0.09691775, 0, 1
0.09699975, 1, 1
0.097001375, 1, 0
0.097027, 0, 0
0.097136125, 1, 0
0.0971625, 0, 0
0.097271625, 1, 0
0.097298, 0, 0
0.097407125, 1, 0
0.097433625, 0, 0
0.09754275, 1, 0
0.097569125, 0, 0
0.097678375, 1, 0
0.09767975, 1, 1
0.09770375, 0, 1
0.097785875, 1, 1
0.097788, 1, 0
0.097813125, 0, 0
0.09792225, 1, 0
0.09794875, 0, 0
0.098057875, 1, 0
0.09808425, 0, 0
0.0981935, 1, 0
0.098219875, 0, 0
0.098329, 1, 0
0.098355375, 0, 0
0.098464625, 1, 0
0.098491, 0, 0
0.102586125, 1, 0
0.1026125, 0, 0
0.102721625, 1, 0
0.102748, 0, 0
0.102857125, 1, 0
0.1028835, 0, 0
0.102992625, 1, 0
0.102996125, 1, 1
0.10301825, 0, 1
0.10310025, 1, 1
0.103126625, 0, 1
0.103208625, 1, 1
0.10320975, 1, 0
0.103235875, 0, 0
0.103345, 1, 0
0.103371375, 0, 0
0.1034805, 1, 0
0.103506875, 0, 0
0.103616, 1, 0
0.10361775, 1, 1
0.103641375, 0, 1
0.103723375, 1, 1
0.103726, 1, 0
0.10375075, 0, 0
0.103859875, 1, 0
0.10388625, 0, 0
0.103995375, 1, 0
0.10402175, 0, 0
0.104130875, 1, 0
0.10415725, 0, 0
0.104266375, 1, 0
0.10429275, 0, 0
0.104401875, 1, 0
0.104404875, 1, 1
0.104427375, 0, 1
0.1045095, 1, 1
0.10451, 1, 0
0.104536625, 0, 0
0.10464575, 1, 0
0.104672125, 0, 0
0.104781375, 1, 0
0.10480775, 0, 0
0.104916875, 1, 0
0.10494325, 0, 0
0.105052375, 1, 0
0.10507875, 0, 0
0.105187875, 1, 0
0.10521425, 0, 0
0.10930875, 1, 0
0.109335125, 0, 0
0.10944425, 1, 0
0.109470625, 0, 0
0.109579875, 1, 0
0.109606125, 0, 0
0.109715375, 1, 0
0.10971675, 1, 1
0.10974075, 0, 1
0.109822875, 1, 1
0.10984925, 0, 1
0.10993125, 1, 1
0.109933375, 1, 0
0.1099585, 0, 0
0.110067625, 1, 0
0.110094, 0, 0
0.110203125, 1, 0
0.1102295, 0, 0
0.11033875, 1, 0
0.110341375, 1, 1
0.11036425, 0, 1
0.11044625, 1, 1
0.1104495, 1, 0
0.110473375, 0, 0
0.1105825, 1, 0
0.110608875, 0, 0
0.110718125, 1, 0
0.1107445, 0, 0
0.110853625, 1, 0
0.11088, 0, 0
0.110989125, 1, 0
0.1110155, 0, 0
0.111124625, 1, 0
0.111124875, 1, 1
0.111150125, 0, 1
0.111232125, 1, 1
0.11123325, 1, 0
0.111259375, 0, 0
0.1113685, 1, 0
0.111394875, 0, 0
0.111504, 1, 0
0.1115305, 0, 0
0.111639625, 1, 0
0.111666, 0, 0
0.111775125, 1, 0
0.1118015, 0, 0
0.111910625, 1, 0
0.111937, 0, 0
0.116032, 1, 0
0.1160585, 0, 0
0.116167625, 1, 0
0.116194, 0, 0
0.116303125, 1, 0
0.1163295, 0, 0
0.11643875, 1, 0
0.1164415, 1, 1
0.11646425, 0, 1
0.11654625, 1, 1
0.116572625, 0, 1
0.11665475, 1, 1
0.116658, 1, 0
0.116681875, 0, 0
0.116791125, 1, 0
0.1168175, 0, 0
0.116926625, 1, 0
0.116953, 0, 0
0.117062125, 1, 0
0.117062625, 1, 1
0.117087625, 0, 1
0.11716975, 1, 1
0.117170875, 1, 0
0.117196875, 0, 0
0.117306125, 1, 0
0.1173325, 0, 0
0.117441625, 1, 0
0.117468, 0, 0
0.117577125, 1, 0
0.1176035, 0, 0
0.11771275, 1, 0
0.117739125, 0, 0
0.11784825, 1, 0
0.117849375, 1, 1
0.11787375, 0, 1
0.11795575, 1, 1
0.117957625, 1, 0
0.117983, 0, 0
0.118092125, 1, 0
0.1181185, 0, 0
0.118227625, 1, 0
0.118254, 0, 0
0.118363125, 1, 0
0.1183895, 0, 0
0.118498625, 1, 0
0.118525, 0, 0
0.118634125, 1, 0
0.1186605, 0, 0
0.1227545, 1, 0
0.122780875, 0, 0
0.12289, 1, 0
0.122916375, 0, 0
0.123025625, 1, 0
0.123052, 0, 0
0.123161125, 1, 0
0.123162375, 1, 1
0.123186625, 0, 1
0.123268625, 1, 1
0.123295, 0, 1
0.123377, 1, 1
0.123378875, 1, 0
0.12340425, 0, 0
0.123513375, 1, 0
0.12353975, 0, 0
0.123648875, 1, 0
0.12367525, 0, 0
0.1237845, 1, 0
0.123786625, 1, 1
0.123809875, 0, 1
0.123891875, 1, 1
0.123894875, 1, 0
0.123919125, 0, 0
0.12402825, 1, 0
0.124054625, 0, 0
0.12416375, 1, 0
0.124190125, 0, 0
0.12429925, 1, 0
0.124325625, 0, 0
0.12443475, 1, 0
0.124461125, 0, 0
0.124570375, 1, 0
0.1245735, 1, 1
0.124595875, 0, 1
0.124677875, 1, 1
0.124678625, 1, 0
0.124705125, 0, 0
0.12481425, 1, 0
0.124840625, 0, 0
0.12494975, 1, 0
0.124976125, 0, 0
0.12508525, 1, 0
0.125111625, 0, 0
0.12522075, 1, 0
0.125247125, 0, 0
0.12535625, 1, 0
0.125382625, 0, 0
0.129477125, 1, 0
0.1295035, 0, 0
0.129612625, 1, 0
0.129639, 0, 0
0.12974825, 1, 0
0.129774625, 0, 0
0.12988375, 1, 0
0.129887125, 1, 1
0.12990925, 0, 1
0.129991375, 1, 1
0.13001775, 0, 1
0.13009975, 1, 1
0.130100625, 1, 0
0.130127, 0, 0
0.130236125, 1, 0
0.1302625, 0, 0
0.13037175, 1, 0
0.130398125, 0, 0
0.13050725, 1, 0
0.130508625, 1, 1
0.13053275, 0, 1
0.130614875, 1, 1
0.130616875, 1, 0
0.130642125, 0, 0
0.13075125, 1, 0
0.130777625, 0, 0
0.13088675, 1, 0
0.13091325, 0, 0
0.131022375, 1, 0
0.13104875, 0, 0
0.131157875, 1, 0
0.13118425, 0, 0
0.1312935, 1, 0
0.131295875, 1, 1
0.131318875, 0, 1
0.131401, 1, 1
0.13140425, 1, 0
0.131428125, 0, 0
0.131537375, 1, 0
0.13156375, 0, 0
0.131672875, 1, 0
0.13169925, 0, 0
0.131808375, 1, 0
0.13183475, 0, 0
0.131943875, 1, 0
0.131970375, 0, 0
0.1320795, 1, 0
0.132105875, 0, 0
0.1362005, 1, 0
0.136227, 0, 0
0.136336125, 1, 0
0.1363625, 0, 0
0.136471625, 1, 0
0.136498, 0, 0
0.136607125, 1, 0
0.136607875, 1, 1
0.136632625, 0, 1
0.136714625, 1, 1
0.136741, 0, 1
0.136823, 1, 1
0.136824375, 1, 0
0.13685025, 0, 0
0.136959375, 1, 0
0.13698575, 0, 0
0.137094875, 1, 0
0.13712125, 0, 0
0.1372305, 1, 0
0.137232125, 1, 1
0.137255875, 0, 1
0.137337875, 1, 1
0.137340375, 1, 0
0.13736525, 0, 0
0.137474375, 1, 0
0.13750075, 0, 0
0.137609875, 1, 0
0.13763625, 0, 0
0.137745375, 1, 0
0.13777175, 0, 0
0.137880875, 1, 0
0.13790725, 0, 0
0.138016375, 1, 0
0.13801925, 1, 1
0.138042, 0, 1
0.138124, 1, 1
0.138124375, 1, 0
0.13815125, 0, 0
0.138260375, 1, 0
0.13828675, 0, 0
0.138395875, 1, 0
0.13842225, 0, 0
0.138531375, 1, 0
0.13855775, 0, 0
0.138666875, 1, 0
0.13869325, 0, 0
0.138802375, 1, 0
0.13882875, 0, 0
0.14292325, 1, 0
0.142949625, 0, 0
0.143058875, 1, 0
0.14308525, 0, 0
0.143194375, 1, 0
0.14322075, 0, 0
0.143329875, 1, 0
0.143331125, 1, 1
0.143355375, 0, 1
0.1434375, 1, 1
0.143463875, 0, 1
0.143545875, 1, 1
0.143547875, 1, 0
0.143573125, 0, 0
0.143682375, 1, 0
0.14370875, 0, 0
0.143817875, 1, 0
0.14384425, 0, 0
0.143953375, 1, 0
0.14395575, 1, 1
0.143978875, 0, 1
0.144060875, 1, 1
0.144064125, 1, 0
0.144088125, 0, 0
0.14419725, 1, 0
0.14422375, 0, 0
0.144332875, 1, 0
0.14435925, 0, 0
0.144468375, 1, 0
0.14449475, 0, 0
0.144603875, 1, 0
0.144630375, 0, 0
0.1447395, 1, 0
0.1447425, 1, 1
0.144765, 0, 1
0.144847, 1, 1
0.1448475, 1, 0
0.14487425, 0, 0
0.144983375, 1, 0
0.14500975, 0, 0
0.145118875, 1, 0
0.145145375, 0, 0
0.1452545, 1, 0
0.145280875, 0, 0
0.14539, 1, 0
0.145416375, 0, 0
0.145525625, 1, 0
0.145552, 0, 0
0.149647125, 1, 0
0.1496735, 0, 0
0.149782625, 1, 0
0.149809, 0, 0
0.149918125, 1, 0
0.149944625, 0, 0
0.15005375, 1, 0
0.15005625, 1, 1
0.150079125, 0, 1
0.15016125, 1, 1
0.150187625, 0, 1
0.150269625, 1, 1
0.150272875, 1, 0
0.150296875, 0, 0
0.150406, 1, 0
0.150432375, 0, 0
0.150541625, 1, 0
0.150568, 0, 0
0.150677125, 1, 0
0.1506805, 1, 1
0.150702625, 0, 1
0.150784625, 1, 1
0.1507855, 1, 0
0.150811875, 0, 0
0.150921, 1, 0
0.150947375, 0, 0
0.1510565, 1, 0
0.151082875, 0, 0
0.151192125, 1, 0
0.1512185, 0, 0
0.151327625, 1, 0
0.151354, 0, 0
0.151463125, 1, 0
0.151463875, 1, 1
0.151488625, 0, 1
0.15157075, 1, 1
0.151572125, 1, 0
0.151597875, 0, 0
0.151707125, 1, 0
0.1517335, 0, 0
0.151842625, 1, 0
0.151869, 0, 0
0.151978125, 1, 0
0.1520045, 0, 0
0.15211375, 1, 0
0.152140125, 0, 0
0.15224925, 1, 0
0.152275625, 0, 0
0.15636975, 1, 0
0.156396125, 0, 0
0.156505375, 1, 0
0.15653175, 0, 0
0.156640875, 1, 0
0.15666725, 0, 0
0.15677625, 1, 0
0.15677775, 1, 1
0.15680175, 0, 1
0.156883875, 1, 1
0.15691025, 0, 1
0.15699225, 1, 1
0.15699425, 1, 0
0.1570195, 0, 0
0.157128625, 1, 0
0.157155, 0, 0
0.157264125, 1, 0
0.1572905, 0, 0
0.157399625, 1, 0
0.157402125, 1, 1
0.157425125, 0, 1
0.157507125, 1, 1
0.1575105, 1, 0
0.157534375, 0, 0
0.1576435, 1, 0
0.157669875, 0, 0
0.157779, 1, 0
0.157805375, 0, 0
0.157914625, 1, 0
0.157941, 0, 0
0.158050125, 1, 0
0.1580765, 0, 0
0.15818575, 1, 0
0.158185875, 1, 1
0.15821125, 0, 1
0.15829325, 1, 1
0.15829425, 1, 0
0.158320375, 0, 0
0.158429625, 1, 0
0.158456, 0, 0
0.158565125, 1, 0
0.1585915, 0, 0
0.158700625, 1, 0
0.158727, 0, 0
0.15883625, 1, 0
0.158862625, 0, 0
0.15897175, 1, 0
0.158998125, 0, 0
0.163092875, 1, 0
0.16311925, 0, 0
0.163228375, 1, 0
0.16325475, 0, 0
0.163363875, 1, 0
0.16339025, 0, 0
0.1634995, 1, 0
0.163501375, 1, 1
0.163524875, 0, 1
0.163607, 1, 1
0.163633375, 0, 1
0.163715375, 1, 1
0.163718, 1, 0
0.16374275, 0, 0
0.163852, 1, 0
0.163878375, 0, 0
0.1639875, 1, 0
0.164013875, 0, 0
0.164123125, 1, 0
0.164126, 1, 1
0.164148625, 0, 1
0.164230625, 1, 1
0.164231125, 1, 0
0.164257875, 0, 0
0.164367, 1, 0
0.164393375, 0, 0
0.164502625, 1, 0
0.164529, 0, 0
0.16463825, 1, 0
0.164664625, 0, 0
0.16477375, 1, 0
0.164800125, 0, 0
0.164909375, 1, 0
0.164909875, 1, 1
0.164934875, 0, 1
0.165016875, 1, 1
0.165018125, 1, 0
0.165044125, 0, 0
0.165153375, 1, 0
0.16517975, 0, 0
0.165288875, 1, 0
0.165315375, 0, 0
0.1654245, 1, 0
0.165450875, 0, 0
0.16556, 1, 0
0.165586375, 0, 0
0.165695625, 1, 0
0.165722, 0, 0
0.169817, 1, 0
0.1698435, 0, 0
0.169952625, 1, 0
0.169979, 0, 0
0.170088125, 1, 0
0.1701145, 0, 0
